visitors,datetime,temp,dew,humidity,precip,precipprob,precipcover,windgust,windspeed,cloudcover,visibility,solarradiation,uvindex,sunrise,sunset
26081,2023-05-04,25.8,18.9,66.6,0,0,0,50.6,31.7,54.7,16,243,9,2023-05-04 5:58:47,2023-05-04 18:57:59
25080,2023-05-05,25.8,18.2,63.6,0.073,100,4.17,53.9,35.2,43.9,15.9,137.1,6,2023-05-05 5:58:12,2023-05-05 18:58:23
28991,2023-05-06,25.7,18.1,63.7,0,0,0,54.4,35.1,54.3,16,268.8,9,2023-05-06 5:57:38,2023-05-06 18:58:48
29446,2023-05-07,25.6,18,63.1,0,0,0,46.8,31.3,50.1,16,175.2,8,2023-05-07 5:57:05,2023-05-07 18:59:13
31571,2023-05-08,25.8,18.6,65,0,0,0,53.9,37.2,42.2,16,310.2,10,2023-05-08 5:56:33,2023-05-08 18:59:38
27497,2023-05-09,25.8,18.7,65.9,0.777,100,12.5,45,31,39.3,16,268.7,9,2023-05-09 5:56:03,2023-05-09 19:00:03
29508,2023-05-10,25.1,18.8,68.9,0.932,100,12.5,40.7,29.2,64.1,15.7,246.7,10,2023-05-10 5:55:33,2023-05-10 19:00:28
28430,2023-05-11,23.7,20.3,81.5,0.575,100,20.83,33.5,14.6,85.2,15.7,138.1,6,2023-05-11 5:55:04,2023-05-11 19:00:53
28328,2023-05-12,24.7,19.3,72.6,0,0,0,27.7,24.3,67,16,158,7,2023-05-12 5:54:36,2023-05-12 19:01:19
31244,2023-05-13,24.7,18.4,69.2,1.074,100,12.5,40.7,16.3,74.2,15.8,192.2,8,2023-05-13 5:54:09,2023-05-13 19:01:44
30569,2023-05-14,24.1,18.3,71.1,2.182,100,25,43.3,30.7,58.7,15.9,244.3,9,2023-05-14 5:53:43,2023-05-14 19:02:10
31820,2023-05-15,24.4,16.2,61,0,0,0,38.9,25,48.7,16,233.9,10,2023-05-15 5:53:18,2023-05-15 19:02:36
30053,2023-05-16,24.5,18.4,69.3,0.117,100,4.17,46.4,25.5,58.8,16,217.3,9,2023-05-16 5:52:55,2023-05-16 19:03:02
31306,2023-05-17,25.1,18.8,68.7,0,0,0,37.1,25.5,60.7,16,261.2,10,2023-05-17 5:52:32,2023-05-17 19:03:28
31258,2023-05-18,24.6,20.2,76.9,2.122,100,16.67,29.5,22.1,76.8,15.9,104,4,2023-05-18 5:52:10,2023-05-18 19:03:54
30078,2023-05-19,25,21.1,79.9,11.796,100,25,21.6,17,69.6,15.5,187,9,2023-05-19 5:51:50,2023-05-19 19:04:20
32469,2023-05-20,26,21.7,77.4,0,0,0,27.7,22.9,35.9,16,321.9,10,2023-05-20 5:51:30,2023-05-20 19:04:46
35555,2023-05-21,26.8,20.5,69.1,0.044,100,4.17,40.7,28.2,51.2,16,249.5,9,2023-05-21 5:51:12,2023-05-21 19:05:12
34608,2023-05-22,26.4,19.6,66.8,0.216,100,16.67,50,43.9,56.1,16,312.3,10,2023-05-22 5:50:55,2023-05-22 19:05:37
33360,2023-05-23,26.1,19.3,66.6,0.573,100,12.5,45.5,27.5,43.9,15.8,237.7,9,2023-05-23 5:50:38,2023-05-23 19:06:03
32384,2023-05-24,26.3,19,64.9,0.191,100,8.33,53.6,31.2,47.4,15.8,304.8,10,2023-05-24 5:50:23,2023-05-24 19:06:29
31117,2023-05-25,25.7,18.8,66.5,0.363,100,16.67,50.2,34.6,65.1,15.9,296.8,10,2023-05-25 5:50:09,2023-05-25 19:06:55
30827,2023-05-26,25.7,17.5,61.3,0,0,0,47,28.6,31.9,16,193.5,7,2023-05-26 5:49:56,2023-05-26 19:07:20
31008,2023-05-27,25.3,17.2,61.9,0,0,0,50,21.6,38.3,16,331.3,10,2023-05-27 5:49:45,2023-05-27 19:07:46
32457,2023-05-28,24.7,18.7,70,0.787,100,8.33,26.3,24,47.2,15.9,252.5,9,2023-05-28 5:49:34,2023-05-28 19:08:11
35400,2023-05-29,25.8,18.6,65.5,0.088,100,12.5,46.8,29.4,38.3,16,300,10,2023-05-29 5:49:24,2023-05-29 19:08:36
32735,2023-05-30,26.2,18.9,64.8,0,0,0,47.1,28.9,58.3,16,266.4,10,2023-05-30 5:49:16,2023-05-30 19:09:00
32583,2023-05-31,26.3,20.4,70.3,0.126,100,8.33,42.5,30.4,54.1,15.8,327.2,10,2023-05-31 5:49:08,2023-05-31 19:09:25
32544,2023-06-01,26,20.7,73,0.376,100,25,48,24.8,60.4,15.8,212.1,9,2023-06-01 5:49:02,2023-06-01 19:09:49
31615,2023-06-02,26.3,19.3,66,0.044,100,4.17,50,27.7,58.2,16,284.8,10,2023-06-02 5:48:57,2023-06-02 19:10:13
32403,2023-06-03,25.3,18.5,66.9,0,0,0,37.1,19.8,58.5,16,172.2,6,2023-06-03 5:48:53,2023-06-03 19:10:37
32534,2023-06-04,25.7,19.1,67.4,0.264,100,4.17,46.4,25.3,54.1,16,248.8,9,2023-06-04 5:48:50,2023-06-04 19:11:00
34625,2023-06-05,25.9,18.9,66,0,0,0,37.1,23.5,45.3,16,288,10,2023-06-05 5:48:47,2023-06-05 19:11:23
32611,2023-06-06,26.5,19.6,66.8,0.044,100,4.17,42.5,24.9,49.9,16,312.2,10,2023-06-06 5:48:46,2023-06-06 19:11:45
32712,2023-06-07,26.6,19.3,64.9,0.367,100,12.5,38.9,23.6,38,15.9,307.4,10,2023-06-07 5:48:46,2023-06-07 19:12:07
31382,2023-06-08,26.6,19.8,66.8,0,0,0,37.1,23.6,40.9,16,278.1,10,2023-06-08 5:48:47,2023-06-08 19:12:29
31194,2023-06-09,27,20.1,66.7,0.528,100,12.5,50.8,30.5,46.9,16,287.1,10,2023-06-09 5:48:49,2023-06-09 19:12:50
31570,2023-06-10,26.8,19.5,65,0.161,100,8.33,46.6,30.5,49.9,16,151,6,2023-06-10 5:48:52,2023-06-10 19:13:10
33094,2023-06-11,27,19.5,64.1,0.224,100,8.33,48.2,28.5,39.4,15.7,240.5,8,2023-06-11 5:48:56,2023-06-11 19:13:30
34099,2023-06-12,27.5,20.1,64.5,0.044,100,4.17,48.5,30,51.1,16,144.5,5,2023-06-12 5:49:01,2023-06-12 19:13:49
33090,2023-06-13,26.2,21.1,74.3,1.838,100,25,42,28.1,68.1,15.9,133.4,4,2023-06-13 5:49:07,2023-06-13 19:14:08
34159,2023-06-14,26.8,20.6,69.4,0.059,100,8.33,42,28.7,51.3,16,223.9,9,2023-06-14 5:49:14,2023-06-14 19:14:26
29686,2023-06-15,25.9,20.7,73.1,2.564,100,12.5,40.7,25.1,53.8,15.8,161,6,2023-06-15 5:49:22,2023-06-15 19:14:44
30437,2023-06-16,26.8,19.7,65.9,0,0,0,46.4,32,45.1,16,339.8,10,2023-06-16 5:49:30,2023-06-16 19:15:01
30703,2023-06-17,27,19.3,63.7,0,0,0,38.9,28.6,35.8,16,330.3,10,2023-06-17 5:49:40,2023-06-17 19:15:17
30051,2023-06-18,26.9,19.5,64.7,0,0,0,46.7,25.2,41.9,16,316,10,2023-06-18 5:49:50,2023-06-18 19:15:32
33580,2023-06-19,26.8,19.5,65.2,0,0,0,38.9,26.9,44.6,16,318.7,10,2023-06-19 5:50:01,2023-06-19 19:15:46
34326,2023-06-20,26.6,19.5,65.9,0.044,100,4.17,46.4,28.9,38.6,16,312.7,10,2023-06-20 5:50:13,2023-06-20 19:16:00
32959,2023-06-21,27.2,19.8,65.2,0,0,0,46.3,29.7,46.7,16,258,10,2023-06-21 5:50:26,2023-06-21 19:16:13
30503,2023-06-22,26.8,20.5,69.3,0.661,100,12.5,50.3,35.3,64.2,15.9,177.4,7,2023-06-22 5:50:39,2023-06-22 19:16:25
29785,2023-06-23,26.9,20.6,68.7,0.224,100,4.17,51,32.1,65,15.8,163,6,2023-06-23 5:50:53,2023-06-23 19:16:37
28191,2023-06-24,27,19.6,64.2,0.044,100,4.17,52.3,35,69.9,16,100.8,4,2023-06-24 5:51:08,2023-06-24 19:16:47
30189,2023-06-25,26.4,18.7,62.9,0.264,100,8.33,51,32.3,63.7,16,145.3,6,2023-06-25 5:51:24,2023-06-25 19:16:57
32129,2023-06-26,26.6,19.2,64.5,0.471,100,12.5,53.6,33.2,66.4,15.9,250.8,9,2023-06-26 5:51:40,2023-06-26 19:17:05
29701,2023-06-27,27.1,18.9,61.5,0.146,100,8.33,47.9,33.2,41.2,16,251.1,10,2023-06-27 5:51:57,2023-06-27 19:17:13
30893,2023-06-28,26.9,19.9,66.2,0.073,100,4.17,51.9,26.8,49.6,15.9,223.2,9,2023-06-28 5:52:14,2023-06-28 19:17:20
29675,2023-06-29,26.8,20.2,67.8,0.044,100,4.17,46.3,24,54.4,15.9,203.7,9,2023-06-29 5:52:32,2023-06-29 19:17:25
29091,2023-06-30,26.1,20.7,73.1,2.502,100,12.5,48,24.9,70.3,15.8,252.3,9,2023-06-30 5:52:51,2023-06-30 19:17:30
30232,2023-07-01,26.4,20.1,69.3,0.636,100,16.67,42.5,26.5,50.4,15.9,250.8,10,2023-07-01 5:53:10,2023-07-01 19:17:34
30980,2023-07-02,26.9,19.8,65.9,0,0,0,48,28.5,46.8,16,324.6,10,2023-07-02 5:53:29,2023-07-02 19:17:37
32472,2023-07-03,27.3,21.4,70.6,0.14,100,12.5,45.6,22.8,58.8,15.9,224.9,10,2023-07-03 5:53:49,2023-07-03 19:17:38
31269,2023-07-04,27.6,19.8,63.2,0,0,0,42.5,30.8,39.2,16,317.2,10,2023-07-04 5:54:10,2023-07-04 19:17:39
30729,2023-07-05,26.9,20,66.5,0.119,100,8.33,41.3,28.9,72.3,15.9,224.1,7,2023-07-05 5:54:31,2023-07-05 19:17:39
29990,2023-07-06,26.9,20.1,67,0.044,100,4.17,43.3,29,70.7,15.8,299.5,10,2023-07-06 5:54:52,2023-07-06 19:17:37
27515,2023-07-07,26.4,19.3,65.7,0.088,100,8.33,50,32.9,70,15.9,194.3,8,2023-07-07 5:55:14,2023-07-07 19:17:34
27063,2023-07-08,26.9,18.7,61.7,0,0,0,53.2,30.7,66.6,16,181.3,7,2023-07-08 5:55:36,2023-07-08 19:17:31
31158,2023-07-09,26.6,18.5,61.5,0.088,100,8.33,50,29.9,55.5,16,189.3,6,2023-07-09 5:55:58,2023-07-09 19:17:26
31943,2023-07-10,26.3,19.6,67.6,2.136,100,12.5,46,26.9,57.6,16,190.7,7,2023-07-10 5:56:20,2023-07-10 19:17:20
30922,2023-07-11,26.8,20.8,70.5,0.344,100,12.5,44.6,28.9,51,16,167.9,6,2023-07-11 5:56:43,2023-07-11 19:17:13
30055,2023-07-12,27.6,21.1,68.2,0,0,0,50.3,32.7,41.5,16,302,10,2023-07-12 5:57:06,2023-07-12 19:17:05
28482,2023-07-13,27.6,20.2,64.8,0,0,0,42.5,25.5,43.9,15.9,301.1,10,2023-07-13 5:57:29,2023-07-13 19:16:56
28020,2023-07-14,27.2,19.4,62.9,0,0,0,46.4,24.1,31,15.8,335.1,10,2023-07-14 5:57:53,2023-07-14 19:16:45
27346,2023-07-15,26.4,19.8,67.8,0.233,100,4.17,37.3,25.3,60.1,16,180.2,7,2023-07-15 5:58:16,2023-07-15 19:16:34
27888,2023-07-16,26.6,20.2,68.7,0.759,100,12.5,46,27.1,69.3,16,238,8,2023-07-16 5:58:40,2023-07-16 19:16:21
29683,2023-07-17,27.7,21.3,68.5,0,0,0,45,27.2,52.2,16,301.8,10,2023-07-17 5:59:04,2023-07-17 19:16:07
28778,2023-07-18,27.8,20.7,66.2,0.082,100,4.17,55.3,35,69.1,15.9,285,9,2023-07-18 5:59:28,2023-07-18 19:15:52
28273,2023-07-19,27.2,22.9,77.7,0.3,100,16.67,57.6,38.4,85.7,15.7,88.8,3,2023-07-19 5:59:51,2023-07-19 19:15:36
25348,2023-07-20,28,21.1,67.2,0.132,100,8.33,52.3,33.1,65.3,15.9,193,9,2023-07-20 6:00:15,2023-07-20 19:15:19
24760,2023-07-21,27.4,21.1,69.4,0.312,100,20.83,49,28.6,62.1,15.8,220.8,9,2023-07-21 6:00:39,2023-07-21 19:15:00
24599,2023-07-22,27.7,21.9,71.7,0.132,100,12.5,41.2,25.6,66.1,16,173,6,2023-07-22 6:01:03,2023-07-22 19:14:41
25902,2023-07-23,27.8,22.5,73.6,0.778,100,33.33,43.7,29.8,71,15.7,219.4,9,2023-07-23 6:01:27,2023-07-23 19:14:20
28037,2023-07-24,27.7,21.3,69.1,0.396,100,25,52.8,26.5,66.6,15.8,229.9,9,2023-07-24 6:01:51,2023-07-24 19:13:59
25920,2023-07-25,27.8,20.5,65.3,0.178,100,16.67,48.2,32.8,61.3,15.9,305.8,10,2023-07-25 6:02:15,2023-07-25 19:13:36
27343,2023-07-26,28.1,20.8,65.5,0.234,100,16.67,50.5,31.4,69.5,15.9,205.2,10,2023-07-26 6:02:38,2023-07-26 19:13:12
24343,2023-07-27,27.8,20.6,65.8,0.309,100,16.67,46.1,30.2,63.8,15.9,274,9,2023-07-27 6:03:02,2023-07-27 19:12:47
21507,2023-07-28,27.8,19.4,60.7,0,0,0,48.6,33.7,51.6,16,160,6,2023-07-28 6:03:26,2023-07-28 19:12:21
22141,2023-07-29,27.4,20.6,66.6,0.277,100,4.17,46.8,23.1,54.1,15.9,180.9,8,2023-07-29 6:03:49,2023-07-29 19:11:53
23990,2023-07-30,27.8,19.9,63,0,0,0,43.2,28,48.4,16,275.6,10,2023-07-30 6:04:12,2023-07-30 19:11:25
26642,2023-07-31,27.7,20.3,64.8,0,0,0,51,34.1,45.4,15.9,168,8,2023-07-31 6:04:35,2023-07-31 19:10:56
25315,2023-08-01,27.7,19.7,62.5,0,0,0,48.7,29.8,41,16,161,6,2023-08-01 6:04:58,2023-08-01 19:10:25
25831,2023-08-02,27.7,20.1,64,0,0,0,48.1,31,37.5,16,264.5,10,2023-08-02 6:05:21,2023-08-02 19:09:54
23454,2023-08-03,27.4,19.5,62.9,0,0,0,58.4,31.4,45.3,16,314.8,10,2023-08-03 6:05:43,2023-08-03 19:09:22
21310,2023-08-04,27,19.7,65.3,0.163,100,12.5,48,25.1,58.2,15.8,226.9,9,2023-08-04 6:06:06,2023-08-04 19:08:48
22078,2023-08-05,27.2,19.4,63.2,0,0,0,46.6,23,53.2,16,251.3,8,2023-08-05 6:06:28,2023-08-05 19:08:14
20697,2023-08-06,27.7,20,63.9,0.748,100,16.67,45.2,30.2,47.6,16,324.2,10,2023-08-06 6:06:50,2023-08-06 19:07:38
25617,2023-08-07,28.1,21.4,67.4,0.249,100,20.83,61.8,38.6,53.8,15.7,278.2,10,2023-08-07 6:07:11,2023-08-07 19:07:02
23732,2023-08-08,28.4,20.1,61.3,0,0,0,66.9,45.8,41,15.8,275.8,10,2023-08-08 6:07:33,2023-08-08 19:06:25
24350,2023-08-09,27.9,19.3,60,0,0,0,64,37.3,54.8,15.9,317.8,10,2023-08-09 6:07:54,2023-08-09 19:05:47
22369,2023-08-10,27.9,19.1,59.6,0,0,0,49.1,28,35.9,16,207.1,9,2023-08-10 6:08:15,2023-08-10 19:05:08
19265,2023-08-11,27.9,19,59.4,0,0,0,44.6,26.6,33.6,16,311.8,10,2023-08-11 6:08:36,2023-08-11 19:04:28
21707,2023-08-12,27.7,19.1,60.5,0,0,0,44.6,28.5,29,16,323.1,10,2023-08-12 6:08:56,2023-08-12 19:03:47
18004,2023-08-13,27.5,18.8,60.1,0,0,0,44.6,24.3,31.6,16,332.3,10,2023-08-13 6:09:16,2023-08-13 19:03:05
22921,2023-08-14,27.5,19.3,61.9,0.124,100,12.5,47.1,27.2,42.9,16,246.7,10,2023-08-14 6:09:36,2023-08-14 19:02:23
20371,2023-08-15,27.8,19.8,62.5,0.044,100,8.33,48.5,27.2,40.5,16,296.1,10,2023-08-15 6:09:56,2023-08-15 19:01:39
22733,2023-08-16,27.7,21,67.2,0.117,100,4.17,51.9,34.1,52.4,16,280.1,9,2023-08-16 6:10:16,2023-08-16 19:00:55
19318,2023-08-17,28.1,20.5,64.3,0,0,0,47.2,32.7,34.8,16,309.8,10,2023-08-17 6:10:35,2023-08-17 19:00:10
16572,2023-08-18,27.4,20.4,66.3,0,0,0,39.9,23.9,34.4,16,312.5,10,2023-08-18 6:10:54,2023-08-18 18:59:25
17844,2023-08-19,27.6,20.4,66,0,0,0,44.1,24.9,37.6,16,284.4,9,2023-08-19 6:11:12,2023-08-19 18:58:38
18199,2023-08-20,27.9,20.9,66.4,0.044,100,8.33,48.3,26.2,42.8,16,321,10,2023-08-20 6:11:31,2023-08-20 18:57:51
22925,2023-08-21,28.1,22,70.6,0.117,100,8.33,47.8,28.4,64.4,15.9,302.4,10,2023-08-21 6:11:49,2023-08-21 18:57:03
17908,2023-08-22,28.5,21.1,64.7,0,0,0,47.4,31.8,46.1,16,231.2,9,2023-08-22 6:12:07,2023-08-22 18:56:15
18599,2023-08-23,28,20.3,63.9,0,0,0,44.5,31.6,37,16,235.8,9,2023-08-23 6:12:25,2023-08-23 18:55:26
17248,2023-08-24,27.2,19.7,65.2,0,0,0,48.4,28.6,48,16,205.7,9,2023-08-24 6:12:43,2023-08-24 18:54:36
13153,2023-08-25,26.6,20.2,69.3,1.833,100,12.5,44,29.5,71.4,15.6,265.4,9,2023-08-25 6:13:00,2023-08-25 18:53:46
14619,2023-08-26,27.3,20,65.3,0.085,100,4.17,40.7,25.9,53.5,16,226.7,9,2023-08-26 6:13:17,2023-08-26 18:52:55
14169,2023-08-27,27,19.9,66,0.922,100,20.83,44.6,25.7,73.8,15.7,288.7,9,2023-08-27 6:13:34,2023-08-27 18:52:04
19535,2023-08-28,27.3,20.3,66.9,0.044,100,4.17,39.1,29.1,59.1,16,257,8,2023-08-28 6:13:51,2023-08-28 18:51:12
17521,2023-08-29,27.7,20.1,64.2,0,0,0,47.3,32.3,54.6,16,172.8,6,2023-08-29 6:14:07,2023-08-29 18:50:19
19363,2023-08-30,28.4,21.7,67.7,0.046,100,4.17,52.7,37,57.8,16,148.2,6,2023-08-30 6:14:23,2023-08-30 18:49:26
16928,2023-08-31,27.7,19.9,62.9,0.044,100,4.17,49.5,33.2,57.1,16,244.5,10,2023-08-31 6:14:39,2023-08-31 18:48:33
13717,2023-09-01,27.3,20.8,68.6,0.448,100,12.5,53,34.2,62.5,16,201.3,9,2023-09-01 6:14:55,2023-09-01 18:47:39
15496,2023-09-02,27.8,20.5,65.1,0.117,100,4.17,49,30.6,53,16,264.1,10,2023-09-02 6:15:11,2023-09-02 18:46:44
15548,2023-09-03,27.7,20.6,66,0.044,100,4.17,42.8,25.4,46,16,229.1,8,2023-09-03 6:15:27,2023-09-03 18:45:50
20608,2023-09-04,26.7,21.1,72.3,0,0,0,22.7,21.5,27.7,16,291.9,10,2023-09-04 6:15:42,2023-09-04 18:44:55
18418,2023-09-05,27,21.2,71.5,0,0,0,23,23.4,35.1,16,285.1,10,2023-09-05 6:15:58,2023-09-05 18:43:59
19890,2023-09-06,27.6,20.5,66.6,0,0,0,35.3,22.4,32.8,16,304.8,10,2023-09-06 6:16:13,2023-09-06 18:43:04
15783,2023-09-07,27.8,20.3,64.9,0,0,0,46.4,24.8,33.6,16,301.3,10,2023-09-07 6:16:28,2023-09-07 18:42:08
13045,2023-09-08,27.9,20.9,66.7,0,0,0,43.7,27.6,38.6,16,278.3,10,2023-09-08 6:16:43,2023-09-08 18:41:11
17428,2023-09-09,27.2,21.1,69.6,0.419,100,37.5,46.4,32.2,56.9,15.8,191.8,7,2023-09-09 6:16:58,2023-09-09 18:40:15
17016,2023-09-10,27.8,20.3,64.6,0,0,0,49.7,32.3,51.1,16,234.1,9,2023-09-10 6:17:13,2023-09-10 18:39:18
20883,2023-09-11,27.4,20.6,66.8,0.234,100,8.33,47,29,55.3,16,299.2,10,2023-09-11 6:17:28,2023-09-11 18:38:21
19476,2023-09-12,27.9,20.3,64.2,0.22,100,4.17,48.9,31.3,51.4,16,274.5,10,2023-09-12 6:17:43,2023-09-12 18:37:24
19523,2023-09-13,27.5,22,72.6,0.194,100,8.33,48.8,24.3,63.9,15.9,146.9,5,2023-09-13 6:17:58,2023-09-13 18:36:26
17307,2023-09-14,27,21.9,74,1.83,100,45.83,46.7,30.6,75.9,15.8,157.7,7,2023-09-14 6:18:13,2023-09-14 18:35:29
17810,2023-09-15,27.9,21.6,69.3,0,0,0,46.4,24.7,56.9,15.9,276.6,9,2023-09-15 6:18:28,2023-09-15 18:34:31
20906,2023-09-16,27.8,22.4,74.1,0.965,100,16.67,49.3,31.3,52.2,15.7,158.1,6,2023-09-16 6:18:43,2023-09-16 18:33:34
20536,2023-09-17,27.6,21.4,69.5,0,0,0,47.5,33,50.6,16,262.8,10,2023-09-17 6:18:57,2023-09-17 18:32:36
22913,2023-09-18,27.9,21.4,68.4,0,0,0,49.6,29.5,46.9,16,222.8,9,2023-09-18 6:19:12,2023-09-18 18:31:38
21615,2023-09-19,27.8,21,67.4,0,0,0,43.6,30.8,56.8,15.9,156.1,7,2023-09-19 6:19:27,2023-09-19 18:30:41
20810,2023-09-20,27.8,21,67.1,0,0,0,47.3,30.7,45.6,16,227,7,2023-09-20 6:19:42,2023-09-20 18:29:43
17886,2023-09-21,27.4,21,68.6,0.354,100,20.83,52.9,32.7,50.4,15.9,195,8,2023-09-21 6:19:57,2023-09-21 18:28:45
16760,2023-09-22,27.1,20.3,67.3,1.193,100,16.67,58.3,32.1,46.7,16,244.7,10,2023-09-22 6:20:13,2023-09-22 18:27:48
18024,2023-09-23,27.1,19.9,65.6,0.234,100,12.5,50.7,31.6,37,16,228.9,9,2023-09-23 6:20:28,2023-09-23 18:26:50
19879,2023-09-24,27.1,20,66,0.285,100,12.5,51.3,30.5,46.6,15.7,197.2,10,2023-09-24 6:20:43,2023-09-24 18:25:53
22357,2023-09-25,27.4,19.2,62.1,0,0,0,50.3,27.2,37.3,16,227.3,10,2023-09-25 6:20:59,2023-09-25 18:24:55
19892,2023-09-26,27.1,19.5,63.8,0.044,100,4.17,51.7,30.6,47.6,16,130.3,5,2023-09-26 6:21:15,2023-09-26 18:23:58
19288,2023-09-27,26.7,20.1,67.5,0.161,100,8.33,53.5,26.7,61.7,16,109.1,4,2023-09-27 6:21:31,2023-09-27 18:23:01
17454,2023-09-28,27.4,20.6,67.3,0,0,0,48.4,28.1,51.9,15.9,228,9,2023-09-28 6:21:47,2023-09-28 18:22:05
15165,2023-09-29,28,22.1,70.8,0.513,100,8.33,47.8,30.1,47.2,16,247.4,9,2023-09-29 6:22:03,2023-09-29 18:21:08
16959,2023-09-30,28.3,21.7,67.9,0,0,0,54.2,32,45.1,16,275.2,9,2023-09-30 6:22:20,2023-09-30 18:20:12
18894,2023-10-01,27.8,21.3,67.9,0.044,100,4.17,48.2,28.9,47.5,16,167.7,6,2023-10-01 6:22:37,2023-10-01 18:19:16
22210,2023-10-02,27.1,21.4,72,0,0,0,32.4,20.3,56.6,15.9,238.1,9,2023-10-02 6:22:54,2023-10-02 18:18:21
19249,2023-10-03,26.4,22.3,78.8,0.415,100,8.33,38.9,22.1,59.8,16,142.3,7,2023-10-03 6:23:11,2023-10-03 18:17:26
18400,2023-10-04,25.9,21,75.2,0,0,0,7.9,17.4,26.5,15.9,234,8,2023-10-04 6:23:29,2023-10-04 18:16:31
15344,2023-10-05,26.2,21.1,74,0.747,100,4.17,27.7,18,57.8,15.9,140.7,7,2023-10-05 6:23:47,2023-10-05 18:15:37
12777,2023-10-06,26.7,21.2,72.7,0,0,0,47.9,23.1,40.3,16,265.7,10,2023-10-06 6:24:05,2023-10-06 18:14:43
14246,2023-10-07,27.2,20.5,67.4,0,0,0,46.5,24.3,41.3,16,156.3,6,2023-10-07 6:24:23,2023-10-07 18:13:49
14906,2023-10-08,26.8,19.6,65.5,0,0,0,45.8,25.4,32.1,16,213.5,9,2023-10-08 6:24:42,2023-10-08 18:12:56
19158,2023-10-09,26.7,20.6,70.2,0.564,100,12.5,47.6,28.3,53.9,16,115.1,5,2023-10-09 6:25:01,2023-10-09 18:12:04
17518,2023-10-10,26.7,19.7,66.5,0,0,0,43.4,21.8,51.1,16,172.2,9,2023-10-10 6:25:21,2023-10-10 18:11:12
16287,2023-10-11,26.4,18.8,63.7,0,0,0,44,22.2,51.5,15.9,192.2,9,2023-10-11 6:25:41,2023-10-11 18:10:21
13250,2023-10-12,26.9,19.8,65.7,0,0,0,37.1,21.3,34.6,16,257.9,9,2023-10-12 6:26:01,2023-10-12 18:09:30
9296,2023-10-13,26.8,21.5,73.4,0,0,0,40.7,20.3,50.1,16,240.8,8,2023-10-13 6:26:22,2023-10-13 18:08:40
11330,2023-10-14,26,21.5,76.7,0,0,0,16.2,17.3,41,16,160.5,8,2023-10-14 6:26:43,2023-10-14 18:07:50
12104,2023-10-15,26.9,22.1,75.4,0.044,100,4.17,44.6,20.2,63.1,16,242,9,2023-10-15 6:27:05,2023-10-15 18:07:01
15103,2023-10-16,26.7,21.4,73.7,0.44,100,12.5,40.7,23.8,45.4,15.9,223.2,10,2023-10-16 6:27:27,2023-10-16 18:06:13
13127,2023-10-17,25.9,21.9,78.7,0.433,100,8.33,20.9,19.3,47.4,15.9,121.8,5,2023-10-17 6:27:50,2023-10-17 18:05:26
14567,2023-10-18,26.5,19.9,68.6,0,0,0,32.2,23.2,36.1,15.9,246.2,9,2023-10-18 6:28:13,2023-10-18 18:04:39
11136,2023-10-19,25.9,20.3,72,0.046,100,8.33,37.1,23.8,55,15.8,197,8,2023-10-19 6:28:36,2023-10-19 18:03:53
8440,2023-10-20,25.8,21.3,76.4,0.268,100,8.33,29.5,16.1,54.2,15.8,194.9,9,2023-10-20 6:29:00,2023-10-20 18:03:08
10795,2023-10-21,25.5,21.1,77.2,0,0,0,19.8,21,33.8,16,181,7,2023-10-21 6:29:24,2023-10-21 18:02:24
9507,2023-10-22,26,21.5,76.8,0,0,0,35.3,21.1,35,16,159.3,6,2023-10-22 6:29:49,2023-10-22 18:01:41
11175,2023-10-23,26.9,22.1,75.5,3.213,100,16.67,46.4,24.7,55.4,15.9,115.8,4,2023-10-23 6:30:15,2023-10-23 18:00:58
10073,2023-10-24,26.3,22.1,78.7,6.445,100,16.67,33.5,24.3,49.5,15.8,154.6,7,2023-10-24 6:30:40,2023-10-24 18:00:17
11523,2023-10-25,25.6,21.1,76.8,0,0,0,7.2,16.8,33.3,15.8,151.5,7,2023-10-25 6:31:07,2023-10-25 17:59:36
